mark,model,pokolenie,car_type,год выпуска,Цена,Пробег,Цвет,"Выбросы CO2, г/км",Высота,"Диаметр цилиндра и ход поршня, мм",Длина,Задние тормоза,Класс автомобиля,Клиренс,Количество дверей,Количество мест,Количество передач,Количество цилиндров,Колёсная база,Коробка,Коробка передач,"Максимальная мощность, л.с./кВт при об/мин","Максимальная скорость, км/ч","Максимальный крутящий момент, Н*м при об/мин",Марка топлива,Мощность,Объем,"Объем багажника мин/макс, л","Объем двигателя, см³","Объём топливного бака, л",Передние тормоза,"Полная масса, кг",Привод,Разгон,"Разгон до 100 км/ч, с",Размер колёс,Расположение двигателя,Расположение цилиндров,Расход,"Расход топлива, л город/трасса/смешанный",Система питания двигателя,"Снаряженная масса, кг",Степень сжатия,Страна марки,Тип двигателя,Тип задней подвески,Тип наддува,Тип передней подвески,Тип привода,Топливо,Число клапанов на цилиндр,Ширина,Ширина задней колеи,Ширина передней колеи,Экологический класс,Оценка безопасности,Название рейтинга
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2011,680 000 ₽,117500,фиолетовый,184,1615,84 × 90.1,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,141 / 104 при 6000,183,196 при 4800,АИ-95,141 л.с.,2.0 л,400/1513,1997,65,дисковые вентилируемые,1960,передний,10.7 с,10.7,215/65/R16  215/60/R17,"переднее, поперечное",рядное,7.6 л,10.1/6.2/7.6,распределенный впрыск (многоточечный),1378,10.2,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2011,695 000 ₽,174000,чёрный,184,1615,84 × 90.1,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,141 / 104 при 6000,181,196 при 4800,АИ-95,141 л.с.,2.0 л,400/1513,1997,65,дисковые вентилируемые,1960,полный,11.3 с,11.3,215/65/R16  215/60/R17,"переднее, поперечное",рядное,8 л,10.6/6.5/8,распределенный впрыск (многоточечный),1454,10.2,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2012,849 000 ₽,61226,чёрный,184,1615,84 × 90.1,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,141 / 104 при 6000,183,196 при 4800,АИ-95,141 л.с.,2.0 л,400/1513,1997,65,дисковые вентилируемые,1960,передний,10.7 с,10.7,215/65/R16  215/60/R17,"переднее, поперечное",рядное,7.6 л,10.1/6.2/7.6,распределенный впрыск (многоточечный),1378,10.2,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2012,769 000 ₽,203000,белый,184,1615,84 × 90.1,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,141 / 104 при 6000,181,196 при 4800,АИ-95,141 л.с.,2.0 л,400/1513,1997,65,дисковые вентилируемые,1960,полный,11.3 с,11.3,215/65/R16  215/60/R17,"переднее, поперечное",рядное,8 л,10.6/6.5/8,распределенный впрыск (многоточечный),1454,10.2,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2013,639 000 ₽,128819,серебристый,155,1615,78 × 83.6,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,117 / 84 при 6000,174,158 при 4400,АИ-95,117 л.с.,1.6 л,400/1513,1598,65,дисковые вентилируемые,1830,передний,13 с,13,215/65/R16  215/60/R17,"переднее, поперечное",рядное,6.4 л,8.1/5.4/6.4,распределенный впрыск (многоточечный),1298,10.7,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2013,747 000 ₽,63779,белый,155,1615,78 × 83.6,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,117 / 84 при 6000,174,158 при 4400,АИ-95,117 л.с.,1.6 л,400/1513,1598,65,дисковые вентилируемые,1830,передний,13 с,13,215/65/R16  215/60/R17,"переднее, поперечное",рядное,6.4 л,8.1/5.4/6.4,распределенный впрыск (многоточечный),1298,10.7,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2012,721 000 ₽,110985,коричневый,184,1615,84 × 90.1,4330,дисковые,J,200,5,5,6,4,2630,механика,механика,141 / 104 при 6000,195,196 при 4800,АИ-95,141 л.с.,2.0 л,400/1513,1997,65,дисковые вентилируемые,1960,передний,10.1 с,10.1,215/65/R16  215/60/R17,"переднее, поперечное",рядное,7.8 л,10.4/6.3/7.8,распределенный впрыск (многоточечный),1356,10.2,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2010,605 000 ₽,221116,фиолетовый,184,1615,84 × 90.1,4330,дисковые,J,200,5,5,6,4,2630,механика,механика,141 / 104 при 6000,195,196 при 4800,АИ-95,141 л.с.,2.0 л,400/1513,1997,65,дисковые вентилируемые,1960,передний,10.1 с,10.1,215/65/R16  215/60/R17,"переднее, поперечное",рядное,7.8 л,10.4/6.3/7.8,распределенный впрыск (многоточечный),1356,10.2,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2010,729 000 ₽,127000,белый,184,1615,84 × 90.1,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,141 / 104 при 6000,181,196 при 4800,АИ-95,141 л.с.,2.0 л,400/1513,1997,65,дисковые вентилируемые,1960,полный,11.3 с,11.3,215/65/R16  215/60/R17,"переднее, поперечное",рядное,8 л,10.6/6.5/8,распределенный впрыск (многоточечный),1454,10.2,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2013,725 000 ₽,144800,серебристый,155,1615,78 × 83.6,4330,дисковые,J,200,5,5,5,4,2630,механика,механика,114 / 84 при 6000,178,156 при 4400,АИ-95,114 л.с.,1.6 л,400/1513,1598,65,дисковые вентилируемые,1830,передний,11.8 с,11.8,215/65/R16  215/60/R17,"переднее, поперечное",рядное,6.6 л,8.3/5.6/6.6,распределенный впрыск (многоточечный),1298,10.7,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2011,719 000 ₽,141362,фиолетовый,184,1615,84 × 90.1,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,141 / 104 при 6000,183,196 при 4800,АИ-95,141 л.с.,2.0 л,400/1513,1997,65,дисковые вентилируемые,1960,передний,10.7 с,10.7,215/65/R16  215/60/R17,"переднее, поперечное",рядное,7.6 л,10.1/6.2/7.6,распределенный впрыск (многоточечный),1378,10.2,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2013,715 000 ₽,145022,чёрный,155,1615,78 × 83.6,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,117 / 84 при 6000,174,158 при 4400,АИ-95,117 л.с.,1.6 л,400/1513,1598,65,дисковые вентилируемые,1830,передний,13 с,13,215/65/R16  215/60/R17,"переднее, поперечное",рядное,6.4 л,8.1/5.4/6.4,распределенный впрыск (многоточечный),1298,10.7,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2012,779 000 ₽,127000,серебристый,184,1615,84 × 90.1,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,141 / 104 при 6000,181,196 при 4800,АИ-95,141 л.с.,2.0 л,400/1513,1997,65,дисковые вентилируемые,1960,полный,11.3 с,11.3,215/65/R16  215/60/R17,"переднее, поперечное",рядное,8 л,10.6/6.5/8,распределенный впрыск (многоточечный),1454,10.2,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2013,759 000 ₽,164470,чёрный,155,1615,78 × 83.6,4330,дисковые,J,200,5,5,5,4,2630,механика,механика,114 / 84 при 6000,178,156 при 4400,АИ-95,114 л.с.,1.6 л,400/1513,1598,65,дисковые вентилируемые,1830,передний,11.8 с,11.8,215/65/R16  215/60/R17,"переднее, поперечное",рядное,6.6 л,8.3/5.6/6.6,распределенный впрыск (многоточечный),1298,10.7,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2010,758 000 ₽,154597,белый,184,1615,84 × 90.1,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,141 / 104 при 6000,181,196 при 4800,АИ-95,141 л.с.,2.0 л,400/1513,1997,65,дисковые вентилируемые,1960,полный,11.3 с,11.3,215/65/R16  215/60/R17,"переднее, поперечное",рядное,8 л,10.6/6.5/8,распределенный впрыск (многоточечный),1454,10.2,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2012,775 000 ₽,161000,серебристый,184,1615,84 × 90.1,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,141 / 104 при 6000,181,196 при 4800,АИ-95,141 л.с.,2.0 л,400/1513,1997,65,дисковые вентилируемые,1960,полный,11.3 с,11.3,215/65/R16  215/60/R17,"переднее, поперечное",рядное,8 л,10.6/6.5/8,распределенный впрыск (многоточечный),1454,10.2,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2011,695 000 ₽,174000,чёрный,184,1615,84 × 90.1,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,141 / 104 при 6000,181,196 при 4800,АИ-95,141 л.с.,2.0 л,400/1513,1997,65,дисковые вентилируемые,1960,полный,11.3 с,11.3,215/65/R16  215/60/R17,"переднее, поперечное",рядное,8 л,10.6/6.5/8,распределенный впрыск (многоточечный),1454,10.2,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
Nissan ,Qashqai ,I Рестайлинг 2010 – 2013 ,Внедорожник 5 дв. ,2013,639 000 ₽,128819,серебристый,155,1615,78 × 83.6,4330,дисковые,J,200,5,5,nan,4,2630,вариатор,вариатор,117 / 84 при 6000,174,158 при 4400,АИ-95,117 л.с.,1.6 л,400/1513,1598,65,дисковые вентилируемые,1830,передний,13 с,13,215/65/R16  215/60/R17,"переднее, поперечное",рядное,6.4 л,8.1/5.4/6.4,распределенный впрыск (многоточечный),1298,10.7,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1780,1550,1540,Euro 5,nan,nan
